code,name,gap_down_date,gap_down_prev_low,gap_down_high,gap_down_pct,gap_up_date,gap_up_prev_high,gap_up_low,gap_up_pct,island_days,island_max_high,volume_ratio,gap_up_volume,gap_up_close
002202,金风科技,2026-03-23,28.87,28.8,0.24,2026-04-30,25.64,25.95,1.21,27,28.8,2.02,349362601,27.29
002818,富森美,2026-03-23,11.42,11.39,0.26,2026-04-29,10.85,11.21,3.32,26,11.39,8.5,24819194,11.91
603508,思维列控,2026-04-13,25.19,24.78,1.63,2026-04-29,23.55,24.45,3.82,12,24.78,6.67,16969788,25.62
300307,慈星股份,2026-03-23,6.68,6.58,1.5,2026-04-29,6.53,6.74,3.22,26,6.63,5.36,380384,6.88
300168,万达信息,2026-03-27,5.91,5.86,0.85,2026-04-29,5.39,5.5,2.04,22,5.86,3.58,46310869,5.57
300381,溢多利,2026-03-23,6.81,6.7,1.62,2026-04-29,6.36,6.43,1.1,26,6.72,3.54,341323,6.91
601368,绿城水务,2026-03-27,5.35,5.31,0.75,2026-04-29,4.8,4.86,1.25,22,5.31,3.39,19200800,4.97
301210,金杨精密,2026-04-20,28.07,26.7,4.88,2026-04-29,25.71,25.97,1.01,7,26.7,3.33,7359444,27.15
300459,汤姆猫,2026-03-23,4.37,4.26,2.52,2026-04-29,3.92,3.94,0.51,26,4.27,2.78,2233630,4.17
002568,百润股份,2026-03-23,17.43,17.24,1.09,2026-04-29,16.7,17.45,4.49,26,17.36,2.52,16020451,17.96
603369,今世缘,2026-03-23,26.96,26.77,0.7,2026-04-29,25.14,25.42,1.11,26,26.88,2.43,29566535,26.65
603100,川仪股份,2026-03-23,20.36,20.16,0.98,2026-04-29,18.74,19.09,1.87,26,20.16,2.4,13991387,19.4
300210,森远股份,2026-04-23,9.4,9.34,0.64,2026-04-29,9.23,9.3,0.76,4,9.34,2.33,20810720,9.73
600111,北方稀土,2026-04-22,50.23,50.12,0.22,2026-04-29,47.07,47.36,0.62,5,50.12,2.33,187193783,50.81
002847,盐津铺子,2026-04-13,55.57,55.39,0.32,2026-04-29,54.18,54.91,1.35,12,55.39,2.28,6087332,58.34
000983,山西焦煤,2026-03-31,6.87,6.84,0.44,2026-04-29,6.68,6.71,0.45,20,6.84,2.17,132112263,6.9
300428,立中集团,2026-03-19,21.89,21.79,0.46,2026-04-29,20.02,20.11,0.45,28,21.79,2.17,171180,20.63
000818,航锦科技,2026-04-08,17.36,15.62,10.02,2026-04-29,14.17,14.3,0.92,15,16.05,2.09,75605096,15.42
002191,劲嘉股份,2026-03-23,3.76,3.74,0.53,2026-04-28,3.58,3.63,1.4,25,3.75,6.06,78083925,3.77
301275,汉朔科技,2026-03-19,44.07,43.7,0.84,2026-04-28,41.51,43.41,4.58,27,43.7,4.16,17312426,43.65
601878,浙商证券,2026-03-23,9.9,9.83,0.71,2026-04-28,9.31,9.46,1.61,25,9.83,4.05,85057844,9.67
600332,白云山,2026-03-23,24.6,23.74,3.5,2026-04-28,22.1,22.17,0.32,25,23.74,3.2,23276876,22.49
688472,阿特斯,2026-04-27,12.87,12.81,0.47,2026-04-28,12.81,13.39,4.53,1,12.81,3.0,154151684,13.61
300622,博士眼镜,2026-03-18,18.59,18.48,0.59,2026-04-28,17.48,17.54,0.34,28,18.48,2.28,91027,17.6
002923,润都股份,2026-04-07,15.62,14.97,4.16,2026-04-28,12.57,13.32,5.97,15,14.98,2.21,17121800,13.79
300957,贝泰妮,2026-03-23,39.66,39.48,0.45,2026-04-27,38.43,40.88,6.38,24,39.48,3.35,254100,42.15
603817,海峡环保,2026-03-27,8.05,7.92,1.61,2026-04-27,6.99,7.02,0.43,20,7.97,2.7,25954027,7.26
688110,东芯股份,2026-03-23,128.68,127.5,0.92,2026-04-27,120.8,126.02,4.32,24,127.5,2.32,31174334,132.94
300860,锋尚文化,2026-04-24,23.69,23.61,0.34,2026-04-27,23.61,23.72,0.47,1,23.61,2.11,44925,24.82
600761,安徽合力,2026-03-16,19.57,19.56,0.05,2026-04-27,16.85,17.14,1.72,29,19.56,2.1,23760321,17.29
603486,科沃斯,2026-04-24,62.63,62.47,0.26,2026-04-27,62.47,63.56,1.74,1,62.47,2.08,13624533,66.6
688269,凯立新材,2026-03-23,39.88,39.48,1.0,2026-04-24,39.64,40.62,2.47,23,39.64,6.44,7790889,40.83
002490,山东墨龙,2026-03-20,11.28,10.89,3.46,2026-04-24,9.77,9.81,0.41,24,11.0,2.82,139834901,10.27
600559,老白干酒,2026-03-23,13.94,13.77,1.22,2026-04-23,13.23,13.63,3.02,22,13.77,6.13,36805191,13.95
688581,安杰思,2026-03-20,55.8,55.74,0.11,2026-04-23,55.37,55.8,0.78,23,55.74,5.23,1210560,57.07
300607,拓斯达,2026-03-18,27.77,27.67,0.36,2026-04-23,27.42,28.97,5.65,25,27.67,4.75,416925,29.24
301330,熵基科技,2026-03-23,34.45,34.0,1.31,2026-04-23,33.66,35.04,4.1,22,34.27,4.64,11711557,36.15
300482,万孚生物,2026-03-23,19.5,19.28,1.13,2026-04-23,17.4,17.56,0.92,22,19.28,4.06,152132,18.23
000066,中国长城,2026-04-21,15.75,15.7,0.32,2026-04-23,15.67,15.89,1.4,2,15.7,3.12,245664424,16.19
000799,酒鬼酒,2026-03-19,45.85,45.66,0.41,2026-04-23,42.67,42.95,0.66,24,45.66,3.1,13694988,43.92
301302,华如科技,2026-04-01,26.27,25.75,1.98,2026-04-23,23.34,23.36,0.09,15,25.75,2.94,19270253,25.02
601127,赛力斯,2026-03-31,92.74,91.97,0.83,2026-04-23,89.7,91.1,1.56,16,91.97,2.72,40622486,91.58
300034,钢研高纳,2026-03-12,21.61,21.51,0.46,2026-04-23,19.61,19.91,1.53,29,21.51,2.69,39137345,19.97
600809,山西汾酒,2026-03-23,146.44,144.51,1.32,2026-04-23,130.58,133.72,2.4,22,144.51,2.69,14873275,135.51
600446,金证股份,2026-03-23,13.32,13.2,0.9,2026-04-23,13.31,13.43,0.9,22,13.31,2.64,57452074,13.59
688047,龙芯中科,2026-04-21,143.64,143.0,0.45,2026-04-23,143.48,146.39,2.03,2,143.48,2.59,17066355,150.66
603369,今世缘,2026-04-17,25.15,25.06,0.36,2026-04-23,24.6,24.65,0.2,4,25.06,2.29,18265600,25.19
600893,航发动力,2026-03-19,53.18,52.76,0.79,2026-04-23,48.51,48.91,0.82,24,52.76,2.25,68742771,50.27
920003,中诚咨询,2026-03-23,19.67,19.63,0.2,2026-04-22,19.53,20.34,4.15,21,19.66,8.31,3722895,21.45
600638,新黄浦,2026-03-23,6.19,6.18,0.16,2026-04-22,6.05,6.08,0.5,21,6.18,4.81,37533865,6.35
300496,中科创达,2026-03-13,68.82,68.4,0.61,2026-04-22,61.82,62.19,0.6,27,68.4,2.35,230332,64.32
003006,百亚股份,2026-03-19,17.98,17.91,0.39,2026-04-21,17.88,18.07,1.06,22,17.91,4.37,24218778,19.01
600941,中国移动,2026-03-23,94.02,93.56,0.49,2026-04-21,91.33,91.9,0.62,20,93.56,3.7,23160884,94.54
300533,冰川网络,2026-04-13,19.49,18.11,7.08,2026-04-21,17.53,18.61,6.16,6,18.11,2.92,257800,21.13
