date,code,name,call_vol,put_vol,pcr_vol
2024-04-25,510050,上证50ETF,510474.0,463875.0,90.87
2024-04-25,510300,沪深300ETF,465270.0,405251.0,87.1
2024-04-25,510500,中证500ETF,418640.0,459166.0,109.68
2024-04-25,588000,科创50ETF,200157.0,171184.0,85.52
2024-04-25,588080,科创板50ETF,74446.0,90424.0,121.46
2024-04-26,510050,上证50ETF,849441.0,637335.0,75.03
2024-04-26,510300,沪深300ETF,696335.0,551318.0,79.17
2024-04-26,510500,中证500ETF,701266.0,595816.0,84.96
2024-04-26,588000,科创50ETF,329813.0,216824.0,65.74
2024-04-26,588080,科创板50ETF,149260.0,132598.0,88.84
2024-04-29,510050,上证50ETF,945519.0,646734.0,68.4
2024-04-29,510300,沪深300ETF,859746.0,610567.0,71.02
2024-04-29,510500,中证500ETF,788534.0,580706.0,73.64
2024-04-29,588000,科创50ETF,492672.0,303521.0,61.61
2024-04-29,588080,科创板50ETF,253550.0,144592.0,57.03
2024-04-30,510050,上证50ETF,584914.0,422311.0,72.2
2024-04-30,510300,沪深300ETF,448780.0,361862.0,80.63
2024-04-30,510500,中证500ETF,482662.0,408102.0,84.55
2024-04-30,588000,科创50ETF,262566.0,150149.0,57.19
2024-04-30,588080,科创板50ETF,166744.0,89864.0,53.89
2024-05-06,510050,上证50ETF,694833.0,568456.0,81.81
2024-05-06,510300,沪深300ETF,609968.0,488110.0,80.02
2024-05-06,510500,中证500ETF,497526.0,470590.0,94.59
2024-05-06,588000,科创50ETF,300023.0,164005.0,54.66
2024-05-06,588080,科创板50ETF,164982.0,95729.0,58.02
2024-05-07,510050,上证50ETF,375886.0,380643.0,101.27
2024-05-07,510300,沪深300ETF,330605.0,299468.0,90.58
2024-05-07,510500,中证500ETF,323285.0,316120.0,97.78
2024-05-07,588000,科创50ETF,164672.0,100826.0,61.23
2024-05-07,588080,科创板50ETF,120634.0,77497.0,64.24
2024-05-08,510050,上证50ETF,383577.0,383016.0,99.85
2024-05-08,510300,沪深300ETF,360315.0,340152.0,94.4
2024-05-08,510500,中证500ETF,366509.0,384909.0,105.02
2024-05-08,588000,科创50ETF,182845.0,104546.0,57.18
2024-05-08,588080,科创板50ETF,126312.0,130868.0,103.61
2024-05-09,510050,上证50ETF,528789.0,507345.0,95.94
2024-05-09,510300,沪深300ETF,506655.0,462759.0,91.34
2024-05-09,510500,中证500ETF,610580.0,469041.0,76.82
2024-05-09,588000,科创50ETF,284943.0,153451.0,53.85
2024-05-09,588080,科创板50ETF,200577.0,166889.0,83.2
2024-05-10,510050,上证50ETF,628630.0,563701.0,89.67
2024-05-10,510300,沪深300ETF,532045.0,456854.0,85.87
2024-05-10,510500,中证500ETF,515437.0,514672.0,99.85
2024-05-10,588000,科创50ETF,255420.0,148637.0,58.19
2024-05-10,588080,科创板50ETF,262099.0,227729.0,86.89
2024-05-13,510050,上证50ETF,599486.0,549864.0,91.72
